Date,Product,Category,Region,Salesperson,Customer_ID,Quantity,Unit_Price,Discount_Rate,Subtotal,Discount_Amount,Total_Amount,Customer_Age,Customer_Satisfaction,Payment_Method,Order_Priority,Month,Year,Quarter,Day_of_Week,Month_Name
2020-03-21 07:35:07.861572315,Scanner,Accessories,West,Sales_Person_05,Customer_0692,4,156.27,0.169,625.09,105.58,519.51,73,3.1,Cash,Low,3,2020,1,Saturday,March
2020-03-21 14:35:41.708341668,Speaker,Accessories,South,Sales_Person_01,Customer_0700,4,107.45,0.164,429.8,70.65,359.15,64,3.9,Debit Card,Low,3,2020,1,Saturday,March
2020-03-21 21:36:15.555111022,Phone,Electronics,West,Sales_Person_25,Customer_0820,2,534.04,0.23,1068.08,246.15,821.92,25,5.0,Debit Card,Medium,3,2020,1,Saturday,March
2020-03-22 04:36:49.401880376,Phone,Electronics,North,Sales_Person_05,Customer_0719,5,529.36,0.167,2646.81,442.41,2204.4,74,3.6,Credit Card,Low,3,2020,1,Sunday,March
2020-03-22 11:37:23.248649730,Desktop,Electronics,West,Sales_Person_06,Customer_0234,3,819.22,0.013,2457.65,32.31,2425.34,28,3.6,Debit Card,Medium,3,2020,1,Sunday,March
2020-03-22 18:37:57.095419084,Headphones,Accessories,Central,Sales_Person_02,Customer_0024,1,71.52,0.224,71.52,15.99,55.53,51,4.4,Credit Card,Medium,3,2020,1,Sunday,March
2020-03-23 01:38:30.942188438,Printer,Accessories,Central,Sales_Person_01,Customer_0026,2,173.4,0.093,346.79,32.26,314.53,42,4.7,Credit Card,Medium,3,2020,1,Monday,March
2020-03-23 08:39:04.788957792,Mouse,Accessories,West,Sales_Person_04,Customer_0381,2,22.67,0.134,45.35,6.06,39.29,67,4.9,Bank Transfer,Critical,3,2020,1,Monday,March
2020-03-23 15:39:38.635727146,Headphones,Accessories,Central,Sales_Person_07,Customer_0730,1,96.1,0.135,96.1,13.01,83.1,63,4.4,Bank Transfer,High,3,2020,1,Monday,March
2020-03-23 22:40:12.482496499,Speaker,Accessories,South,Sales_Person_22,Customer_0346,2,140.82,0.223,281.64,62.74,218.9,62,4.0,Debit Card,Medium,3,2020,1,Monday,March
2020-03-24 05:40:46.329265853,Printer,Accessories,West,Sales_Person_01,Customer_0378,5,175.88,0.226,879.38,198.3,681.08,36,2.3,Bank Transfer,Medium,3,2020,1,Tuesday,March
2020-03-24 12:41:20.176035207,Phone,Electronics,South,Sales_Person_01,Customer_0522,1,543.45,0.218,543.45,118.55,424.89,32,2.5,Bank Transfer,Medium,3,2020,1,Tuesday,March
2020-03-24 19:41:54.022804561,Keyboard,Accessories,South,Sales_Person_08,Customer_0017,5,61.34,0.006,306.7,1.92,304.78,64,4.0,Debit Card,Low,3,2020,1,Tuesday,March
2020-03-25 02:42:27.869573915,Speaker,Accessories,East,Sales_Person_20,Customer_0245,5,108.36,0.244,541.81,132.45,409.36,52,3.4,Bank Transfer,High,3,2020,1,Wednesday,March
2020-03-25 09:43:01.716343269,Laptop,Electronics,West,Sales_Person_16,Customer_0718,4,911.34,0.215,3645.37,783.23,2862.14,31,4.8,Cash,Medium,3,2020,1,Wednesday,March
2020-03-25 16:43:35.563112623,Desktop,Electronics,Central,Sales_Person_21,Customer_0770,1,831.04,0.066,831.04,55.09,775.95,34,3.4,Bank Transfer,Critical,3,2020,1,Wednesday,March
2020-03-25 23:44:09.409881976,Laptop,Electronics,South,Sales_Person_13,Customer_0624,5,1182.62,0.22,5913.11,1300.24,4612.87,41,2.4,Debit Card,High,3,2020,1,Wednesday,March
2020-03-26 06:44:43.256651330,Speaker,Accessories,East,Sales_Person_23,Customer_0717,2,131.79,0.131,263.58,34.51,229.07,60,4.8,Cash,Medium,3,2020,1,Thursday,March
2020-03-26 13:45:17.103420684,Monitor,Electronics,West,Sales_Person_24,Customer_0539,4,390.03,0.168,1560.14,262.82,1297.32,60,3.6,Credit Card,Low,3,2020,1,Thursday,March
2020-03-26 20:45:50.950190038,Monitor,Electronics,West,Sales_Person_23,Customer_0969,2,279.2,0.183,558.41,101.99,456.42,74,2.6,Cash,Critical,3,2020,1,Thursday,March
2020-03-27 03:46:24.796959392,Scanner,Accessories,North,Sales_Person_18,Customer_0583,2,134.76,0.057,269.53,15.48,254.04,50,2.9,Credit Card,Low,3,2020,1,Friday,March
2020-03-27 10:46:58.643728746,Headphones,Accessories,North,Sales_Person_20,Customer_0688,4,83.22,0.025,332.87,8.16,324.71,28,3.5,Debit Card,Critical,3,2020,1,Friday,March
2020-03-27 17:47:32.490498100,Phone,Electronics,South,Sales_Person_10,Customer_0202,4,535.48,0.112,2141.91,239.21,1902.7,33,4.3,Bank Transfer,Medium,3,2020,1,Friday,March
2020-03-28 00:48:06.337267454,Phone,Electronics,North,Sales_Person_12,Customer_0248,4,517.34,0.204,2069.35,422.32,1647.03,70,2.8,Bank Transfer,Low,3,2020,1,Saturday,March
2020-03-28 07:48:40.184036807,Mouse,Accessories,South,Sales_Person_01,Customer_0118,9,28.44,0.201,255.95,51.43,204.52,66,3.4,Credit Card,High,3,2020,1,Saturday,March
2020-03-28 14:49:14.030806161,Mouse,Accessories,Central,Sales_Person_10,Customer_0009,13,27.48,0.177,357.3,63.4,293.9,47,3.3,Debit Card,High,3,2020,1,Saturday,March
2020-03-28 21:49:47.877575515,Mouse,Accessories,South,Sales_Person_09,Customer_0598,3,29.88,0.056,89.63,5.02,84.61,34,3.9,Cash,Medium,3,2020,1,Saturday,March
2020-03-29 04:50:21.724344869,Keyboard,Accessories,North,Sales_Person_03,Customer_0023,13,67.94,0.079,883.17,69.67,813.5,20,3.8,Cash,Low,3,2020,1,Sunday,March
2020-03-29 11:50:55.571114223,Tablet,Electronics,Central,Sales_Person_19,Customer_0967,2,520.07,0.089,1040.14,92.3,947.84,25,3.4,Debit Card,Medium,3,2020,1,Sunday,March
2020-03-29 18:51:29.417883577,Webcam,Accessories,North,Sales_Person_09,Customer_0240,1,71.0,0.216,71.0,15.31,55.69,34,2.9,Debit Card,Low,3,2020,1,Sunday,March
2020-03-30 01:52:03.264652931,Tablet,Electronics,South,Sales_Person_10,Customer_0585,2,362.31,0.183,724.62,132.6,592.02,61,4.8,Credit Card,Medium,3,2020,1,Monday,March
2020-03-30 08:52:37.111422285,Laptop,Electronics,East,Sales_Person_19,Customer_0027,4,709.49,0.006,2837.98,15.71,2822.27,34,3.2,Credit Card,Low,3,2020,1,Monday,March
2020-03-30 15:53:10.958191638,Tablet,Electronics,West,Sales_Person_16,Customer_0984,3,567.45,0.206,1702.36,350.0,1352.36,37,4.8,Debit Card,High,3,2020,1,Monday,March
2020-03-30 22:53:44.804960992,Keyboard,Accessories,North,Sales_Person_24,Customer_0861,4,60.87,0.018,243.49,4.49,239.0,32,3.3,Cash,Low,3,2020,1,Monday,March
2020-03-31 05:54:18.651730346,Scanner,Accessories,South,Sales_Person_18,Customer_0081,4,211.21,0.237,844.85,199.94,644.9,49,4.1,Credit Card,Low,3,2020,1,Tuesday,March
2020-03-31 12:54:52.498499700,Laptop,Electronics,Central,Sales_Person_14,Customer_0596,3,909.78,0.047,2729.35,128.4,2600.95,29,3.6,Debit Card,Medium,3,2020,1,Tuesday,March
2020-03-31 19:55:26.345269054,Tablet,Electronics,North,Sales_Person_03,Customer_0199,4,577.39,0.034,2309.56,79.23,2230.34,46,3.0,Credit Card,Low,3,2020,1,Tuesday,March
2020-04-01 02:56:00.192038408,Keyboard,Accessories,North,Sales_Person_02,Customer_0555,2,65.04,0.073,130.08,9.49,120.59,50,3.5,Debit Card,Medium,4,2020,2,Wednesday,April
2020-04-01 09:56:34.038807762,Webcam,Accessories,West,Sales_Person_01,Customer_1000,2,66.02,0.136,132.04,17.95,114.09,24,4.8,Cash,Low,4,2020,2,Wednesday,April
2020-04-01 16:57:07.885577116,Tablet,Electronics,South,Sales_Person_18,Customer_0775,5,353.13,0.167,1765.65,295.64,1470.01,37,4.2,Credit Card,Medium,4,2020,2,Wednesday,April
2020-04-01 23:57:41.732346469,Keyboard,Accessories,East,Sales_Person_24,Customer_0092,5,60.61,0.016,303.05,4.98,298.08,40,3.5,Credit Card,Low,4,2020,2,Wednesday,April
2020-04-02 06:58:15.579115823,Mouse,Accessories,Central,Sales_Person_09,Customer_0851,16,24.39,0.134,390.18,52.25,337.93,46,3.5,Debit Card,Low,4,2020,2,Thursday,April
2020-04-02 13:58:49.425885177,Phone,Electronics,South,Sales_Person_13,Customer_0959,3,724.3,0.236,2172.91,512.54,1660.37,71,4.5,Credit Card,Low,4,2020,2,Thursday,April
2020-04-02 20:59:23.272654531,Mouse,Accessories,Central,Sales_Person_02,Customer_0084,19,33.31,0.056,632.98,35.19,597.78,18,4.9,Bank Transfer,Low,4,2020,2,Thursday,April
2020-04-03 03:59:57.119423885,Phone,Electronics,North,Sales_Person_07,Customer_0300,1,749.39,0.128,749.39,95.84,653.55,22,3.4,Credit Card,Medium,4,2020,2,Friday,April
2020-04-03 11:00:30.966193239,Desktop,Electronics,West,Sales_Person_16,Customer_0935,4,496.14,0.196,1984.56,388.93,1595.63,38,4.6,Cash,High,4,2020,2,Friday,April
2020-04-03 18:01:04.812962593,Desktop,Electronics,West,Sales_Person_21,Customer_0296,4,831.03,0.097,3324.12,322.77,3001.36,29,4.3,Cash,Critical,4,2020,2,Friday,April
2020-04-04 01:01:38.659731946,Desktop,Electronics,East,Sales_Person_19,Customer_0647,5,735.08,0.194,3675.4,713.13,2962.26,40,4.6,Credit Card,Medium,4,2020,2,Saturday,April
2020-04-04 08:02:12.506501300,Webcam,Accessories,West,Sales_Person_25,Customer_0454,1,91.65,0.222,91.65,20.35,71.3,34,2.6,Bank Transfer,Low,4,2020,2,Saturday,April
2020-04-04 15:02:46.353270654,Mouse,Accessories,North,Sales_Person_15,Customer_0281,13,35.53,0.213,461.94,98.38,363.57,30,4.1,Cash,Low,4,2020,2,Saturday,April
2020-04-04 22:03:20.200040008,Phone,Electronics,East,Sales_Person_22,Customer_0059,3,559.34,0.137,1678.03,229.07,1448.95,64,3.4,Bank Transfer,Low,4,2020,2,Saturday,April
2020-04-05 05:03:54.046809362,Keyboard,Accessories,South,Sales_Person_11,Customer_0909,8,71.1,0.214,568.81,121.55,447.26,18,3.4,Bank Transfer,Low,4,2020,2,Sunday,April
2020-04-05 12:04:27.893578716,Laptop,Electronics,West,Sales_Person_01,Customer_0871,5,863.23,0.163,4316.16,702.33,3613.83,52,2.1,Debit Card,Medium,4,2020,2,Sunday,April
2020-04-05 19:05:01.740348070,Keyboard,Accessories,East,Sales_Person_21,Customer_1000,13,48.79,0.049,634.24,31.39,602.85,53,2.2,Cash,High,4,2020,2,Sunday,April
2020-04-06 02:05:35.587117424,Laptop,Electronics,North,Sales_Person_07,Customer_0342,3,946.32,0.141,2838.95,401.29,2437.66,74,4.9,Credit Card,Low,4,2020,2,Monday,April
2020-04-06 09:06:09.433886777,Monitor,Electronics,Central,Sales_Person_20,Customer_0753,3,276.0,0.066,828.0,54.92,773.08,32,4.6,Credit Card,High,4,2020,2,Monday,April
2020-04-06 16:06:43.280656131,Keyboard,Accessories,Central,Sales_Person_08,Customer_0465,17,69.06,0.048,1173.99,56.57,1117.42,58,4.1,Bank Transfer,High,4,2020,2,Monday,April
2020-04-06 23:07:17.127425485,Tablet,Electronics,North,Sales_Person_10,Customer_0880,2,343.44,0.026,686.89,17.79,669.1,69,4.6,Cash,Low,4,2020,2,Monday,April
2020-04-07 06:07:50.974194839,Tablet,Electronics,North,Sales_Person_05,Customer_0342,2,500.83,0.092,1001.67,91.73,909.94,26,3.2,Cash,Low,4,2020,2,Tuesday,April
2020-04-07 13:08:24.820964193,Headphones,Accessories,Central,Sales_Person_09,Customer_0610,1,115.46,0.202,115.46,23.3,92.15,25,2.3,Cash,High,4,2020,2,Tuesday,April
2020-04-07 20:08:58.667733547,Mouse,Accessories,East,Sales_Person_25,Customer_0062,2,27.26,0.076,54.52,4.12,50.4,52,2.5,Credit Card,Low,4,2020,2,Tuesday,April
2020-04-08 03:09:32.514502901,Laptop,Electronics,Central,Sales_Person_25,Customer_0776,1,1025.99,0.036,1025.99,36.76,989.23,18,4.0,Cash,Medium,4,2020,2,Wednesday,April
2020-04-08 10:10:06.361272255,Laptop,Electronics,North,Sales_Person_01,Customer_0625,3,1127.38,0.135,3382.15,456.23,2925.92,68,4.7,Bank Transfer,Low,4,2020,2,Wednesday,April
2020-04-08 17:10:40.208041608,Speaker,Accessories,West,Sales_Person_02,Customer_0429,3,82.23,0.216,246.68,53.38,193.3,19,3.3,Credit Card,Low,4,2020,2,Wednesday,April
2020-04-09 00:11:14.054810962,Scanner,Accessories,South,Sales_Person_19,Customer_0658,5,158.18,0.06,790.92,47.4,743.52,35,4.4,Bank Transfer,Low,4,2020,2,Thursday,April
2020-04-09 07:11:47.901580316,Mouse,Accessories,West,Sales_Person_14,Customer_0728,17,30.81,0.091,523.78,47.82,475.95,24,4.8,Cash,Low,4,2020,2,Thursday,April
2020-04-09 14:12:21.748349670,Webcam,Accessories,West,Sales_Person_20,Customer_0256,2,95.82,0.131,191.64,25.06,166.59,53,2.5,Debit Card,Low,4,2020,2,Thursday,April
2020-04-09 21:12:55.595119024,Headphones,Accessories,North,Sales_Person_10,Customer_0828,1,86.0,0.117,86.0,10.1,75.9,41,3.4,Debit Card,Low,4,2020,2,Thursday,April
2020-04-10 04:13:29.441888378,Webcam,Accessories,Central,Sales_Person_09,Customer_0828,4,65.26,0.034,261.03,8.83,252.2,35,3.7,Debit Card,Low,4,2020,2,Friday,April
2020-04-10 11:14:03.288657732,Webcam,Accessories,East,Sales_Person_10,Customer_0874,2,93.57,0.1,187.14,18.72,168.42,41,3.5,Bank Transfer,Critical,4,2020,2,Friday,April
2020-04-10 18:14:37.135427086,Webcam,Accessories,West,Sales_Person_06,Customer_0770,3,104.97,0.248,314.92,78.21,236.7,62,2.6,Debit Card,High,4,2020,2,Friday,April
2020-04-11 01:15:10.982196439,Mouse,Accessories,Central,Sales_Person_17,Customer_0706,2,23.95,0.032,47.9,1.53,46.37,40,3.7,Debit Card,Medium,4,2020,2,Saturday,April
2020-04-11 08:15:44.828965793,Webcam,Accessories,East,Sales_Person_25,Customer_0347,1,63.65,0.226,63.65,14.37,49.27,63,2.8,Credit Card,High,4,2020,2,Saturday,April
2020-04-11 15:16:18.675735147,Tablet,Electronics,West,Sales_Person_06,Customer_0526,2,507.76,0.027,1015.52,27.84,987.68,26,3.8,Credit Card,Medium,4,2020,2,Saturday,April
2020-04-11 22:16:52.522504501,Scanner,Accessories,East,Sales_Person_04,Customer_0304,2,131.72,0.152,263.44,40.14,223.3,48,2.8,Debit Card,Critical,4,2020,2,Saturday,April
2020-04-12 05:17:26.369273855,Scanner,Accessories,Central,Sales_Person_20,Customer_0615,1,141.75,0.086,141.75,12.13,129.61,72,3.5,Debit Card,Critical,4,2020,2,Sunday,April
2020-04-12 12:18:00.216043209,Desktop,Electronics,South,Sales_Person_03,Customer_0245,2,492.18,0.163,984.35,160.21,824.14,71,2.1,Bank Transfer,Low,4,2020,2,Sunday,April
2020-04-12 19:18:34.062812563,Monitor,Electronics,Central,Sales_Person_23,Customer_0757,2,436.09,0.178,872.17,154.96,717.22,61,2.4,Debit Card,Medium,4,2020,2,Sunday,April
2020-04-13 02:19:07.909581916,Laptop,Electronics,North,Sales_Person_19,Customer_0824,1,1031.4,0.178,1031.4,183.11,848.29,55,2.2,Debit Card,Low,4,2020,2,Monday,April
2020-04-13 09:19:41.756351270,Speaker,Accessories,East,Sales_Person_18,Customer_0780,2,129.33,0.239,258.67,61.72,196.95,43,4.2,Credit Card,Medium,4,2020,2,Monday,April
2020-04-13 16:20:15.603120624,Laptop,Electronics,South,Sales_Person_24,Customer_0736,1,778.58,0.108,778.58,83.91,694.67,70,3.0,Cash,Low,4,2020,2,Monday,April
2020-04-13 23:20:49.449889978,Monitor,Electronics,East,Sales_Person_04,Customer_0732,2,394.11,0.031,788.22,24.77,763.45,52,2.5,Credit Card,Low,4,2020,2,Monday,April
2020-04-14 06:21:23.296659332,Speaker,Accessories,East,Sales_Person_08,Customer_0823,1,140.84,0.197,140.84,27.68,113.16,74,5.0,Bank Transfer,High,4,2020,2,Tuesday,April
2020-04-14 13:21:57.143428686,Mouse,Accessories,West,Sales_Person_17,Customer_0412,7,25.34,0.232,177.38,41.08,136.3,33,2.8,Credit Card,Medium,4,2020,2,Tuesday,April
2020-04-14 20:22:30.990198040,Keyboard,Accessories,North,Sales_Person_05,Customer_0878,13,42.77,0.07,556.01,39.08,516.93,24,3.5,Credit Card,Low,4,2020,2,Tuesday,April
2020-04-15 03:23:04.836967394,Mouse,Accessories,East,Sales_Person_13,Customer_0217,18,21.54,0.054,387.64,20.75,366.89,20,4.9,Debit Card,Medium,4,2020,2,Wednesday,April
2020-04-15 10:23:38.683736748,Laptop,Electronics,Central,Sales_Person_25,Customer_0516,5,820.67,0.196,4103.36,805.27,3298.08,20,4.5,Bank Transfer,Low,4,2020,2,Wednesday,April
2020-04-15 17:24:12.530506102,Laptop,Electronics,Central,Sales_Person_01,Customer_0474,4,979.4,0.004,3917.58,16.74,3900.84,60,2.6,Cash,Low,4,2020,2,Wednesday,April
2020-04-16 00:24:46.377275456,Speaker,Accessories,West,Sales_Person_13,Customer_0036,5,123.07,0.044,615.36,27.35,588.02,42,2.3,Credit Card,Critical,4,2020,2,Thursday,April
2020-04-16 07:25:20.224044810,Speaker,Accessories,North,Sales_Person_04,Customer_0178,1,100.42,0.015,100.42,1.46,98.96,70,4.4,Bank Transfer,High,4,2020,2,Thursday,April
2020-04-16 14:25:54.070814162,Monitor,Electronics,North,Sales_Person_22,Customer_0387,4,260.5,0.066,1041.99,68.84,973.15,37,4.6,Debit Card,Medium,4,2020,2,Thursday,April
2020-04-16 21:26:27.917583516,Webcam,Accessories,Central,Sales_Person_24,Customer_0769,2,111.0,0.001,222.01,0.33,221.68,37,2.4,Debit Card,Low,4,2020,2,Thursday,April
2020-04-17 04:27:01.764352870,Mouse,Accessories,South,Sales_Person_14,Customer_0017,3,29.54,0.131,88.63,11.63,76.99,72,4.8,Cash,Critical,4,2020,2,Friday,April
2020-04-17 11:27:35.611122224,Speaker,Accessories,West,Sales_Person_03,Customer_0711,3,148.36,0.094,445.07,41.81,403.25,58,4.4,Bank Transfer,Low,4,2020,2,Friday,April
2020-04-17 18:28:09.457891578,Phone,Electronics,West,Sales_Person_05,Customer_0830,2,747.9,0.196,1495.8,293.47,1202.33,50,4.9,Debit Card,Medium,4,2020,2,Friday,April
2020-04-18 01:28:43.304660932,Monitor,Electronics,Central,Sales_Person_07,Customer_0048,1,253.82,0.065,253.82,16.55,237.27,34,3.1,Bank Transfer,Low,4,2020,2,Saturday,April
2020-04-18 08:29:17.151430286,Tablet,Electronics,Central,Sales_Person_01,Customer_0062,5,464.76,0.189,2323.82,440.27,1883.55,70,4.9,Debit Card,High,4,2020,2,Saturday,April
2020-04-18 15:29:50.998199640,Laptop,Electronics,South,Sales_Person_23,Customer_0069,1,741.23,0.141,741.23,104.82,636.42,53,4.0,Debit Card,Medium,4,2020,2,Saturday,April
2020-04-18 22:30:24.844968994,Monitor,Electronics,South,Sales_Person_12,Customer_0659,1,416.03,0.074,416.03,30.99,385.04,47,2.2,Cash,Low,4,2020,2,Saturday,April
2020-04-19 05:30:58.691738348,Mouse,Accessories,North,Sales_Person_11,Customer_0871,10,21.4,0.099,213.99,21.18,192.8,39,3.1,Debit Card,Low,4,2020,2,Sunday,April
2020-04-19 12:31:32.538507702,Speaker,Accessories,West,Sales_Person_24,Customer_0366,1,134.66,0.102,134.66,13.7,120.95,48,3.1,Credit Card,Critical,4,2020,2,Sunday,April
2020-04-19 19:32:06.385277056,Laptop,Electronics,West,Sales_Person_08,Customer_0162,5,1164.24,0.23,5821.21,1339.32,4481.9,28,3.6,Debit Card,High,4,2020,2,Sunday,April
2020-04-20 02:32:40.232046410,Keyboard,Accessories,Central,Sales_Person_25,Customer_0739,9,64.37,0.086,579.29,49.87,529.41,38,4.5,Bank Transfer,High,4,2020,2,Monday,April
2020-04-20 09:33:14.078815764,Monitor,Electronics,North,Sales_Person_06,Customer_0945,4,417.82,0.173,1671.28,289.02,1382.25,69,2.7,Credit Card,Low,4,2020,2,Monday,April
2020-04-20 16:33:47.925585118,Headphones,Accessories,West,Sales_Person_22,Customer_0976,4,110.58,0.057,442.33,25.25,417.08,18,4.6,Bank Transfer,Low,4,2020,2,Monday,April
2020-04-20 23:34:21.772354472,Laptop,Electronics,North,Sales_Person_02,Customer_0488,2,978.02,0.109,1956.03,212.4,1743.64,35,2.2,Credit Card,Medium,4,2020,2,Monday,April
2020-04-21 06:34:55.619123824,Mouse,Accessories,North,Sales_Person_19,Customer_0431,11,23.36,0.07,256.95,17.92,239.03,21,4.5,Cash,Low,4,2020,2,Tuesday,April
2020-04-21 13:35:29.465893178,Desktop,Electronics,Central,Sales_Person_20,Customer_0999,3,640.0,0.147,1919.99,281.33,1638.66,24,4.0,Debit Card,Low,4,2020,2,Tuesday,April
2020-04-21 20:36:03.312662532,Phone,Electronics,North,Sales_Person_20,Customer_0859,2,712.38,0.245,1424.76,349.44,1075.32,45,3.9,Credit Card,Low,4,2020,2,Tuesday,April
2020-04-22 03:36:37.159431886,Printer,Accessories,South,Sales_Person_24,Customer_0489,2,198.78,0.16,397.56,63.5,334.06,70,3.8,Credit Card,Medium,4,2020,2,Wednesday,April
2020-04-22 10:37:11.006201240,Webcam,Accessories,South,Sales_Person_14,Customer_0230,1,77.09,0.008,77.09,0.64,76.45,42,3.3,Credit Card,Low,4,2020,2,Wednesday,April
2020-04-22 17:37:44.852970594,Printer,Accessories,East,Sales_Person_01,Customer_0370,3,258.83,0.068,776.48,52.93,723.55,59,4.2,Bank Transfer,Low,4,2020,2,Wednesday,April
2020-04-23 00:38:18.699739948,Mouse,Accessories,Central,Sales_Person_10,Customer_0178,10,22.92,0.057,229.24,13.05,216.19,19,3.4,Debit Card,Medium,4,2020,2,Thursday,April
2020-04-23 07:38:52.546509302,Tablet,Electronics,East,Sales_Person_16,Customer_0857,4,500.38,0.168,2001.51,335.85,1665.66,47,4.3,Credit Card,Low,4,2020,2,Thursday,April
2020-04-23 14:39:26.393278656,Tablet,Electronics,South,Sales_Person_04,Customer_0410,1,495.08,0.08,495.08,39.49,455.59,40,2.1,Credit Card,Medium,4,2020,2,Thursday,April
2020-04-23 21:40:00.240048010,Desktop,Electronics,East,Sales_Person_11,Customer_0568,3,894.54,0.003,2683.61,7.12,2676.5,51,4.2,Credit Card,Low,4,2020,2,Thursday,April
2020-04-24 04:40:34.086817364,Webcam,Accessories,Central,Sales_Person_16,Customer_0590,5,81.09,0.118,405.43,48.0,357.43,57,4.0,Cash,High,4,2020,2,Friday,April
2020-04-24 11:41:07.933586718,Headphones,Accessories,Central,Sales_Person_20,Customer_0270,1,100.07,0.211,100.07,21.07,79.01,54,4.8,Bank Transfer,Low,4,2020,2,Friday,April
2020-04-24 18:41:41.780356072,Desktop,Electronics,North,Sales_Person_01,Customer_0206,4,853.33,0.231,3413.33,787.16,2626.18,33,3.8,Debit Card,Medium,4,2020,2,Friday,April
2020-04-25 01:42:15.627125426,Scanner,Accessories,West,Sales_Person_16,Customer_0793,4,144.3,0.008,577.2,4.7,572.5,65,4.7,Credit Card,Medium,4,2020,2,Saturday,April
2020-04-25 08:42:49.473894780,Printer,Accessories,North,Sales_Person_19,Customer_0740,2,204.7,0.138,409.41,56.6,352.81,69,3.3,Debit Card,Low,4,2020,2,Saturday,April
2020-04-25 15:43:23.320664132,Desktop,Electronics,Central,Sales_Person_21,Customer_0900,3,809.91,0.171,2429.72,415.75,2013.96,72,2.4,Debit Card,High,4,2020,2,Saturday,April
2020-04-25 22:43:57.167433486,Printer,Accessories,South,Sales_Person_22,Customer_0751,4,187.41,0.063,749.63,46.96,702.67,24,4.6,Cash,Low,4,2020,2,Saturday,April
2020-04-26 05:44:31.014202840,Laptop,Electronics,South,Sales_Person_09,Customer_0975,1,813.6,0.012,813.6,10.15,803.45,32,2.9,Bank Transfer,Low,4,2020,2,Sunday,April
2020-04-26 12:45:04.860972194,Tablet,Electronics,North,Sales_Person_09,Customer_0800,4,417.32,0.1,1669.27,167.11,1502.16,59,3.1,Debit Card,High,4,2020,2,Sunday,April
2020-04-26 19:45:38.707741548,Laptop,Electronics,Central,Sales_Person_09,Customer_0082,5,990.76,0.023,4953.82,113.73,4840.09,29,3.7,Bank Transfer,Low,4,2020,2,Sunday,April
2020-04-27 02:46:12.554510902,Phone,Electronics,South,Sales_Person_17,Customer_0846,2,632.4,0.071,1264.8,90.26,1174.54,34,2.1,Debit Card,Medium,4,2020,2,Monday,April
2020-04-27 09:46:46.401280256,Scanner,Accessories,Central,Sales_Person_12,Customer_0762,1,196.09,0.098,196.09,19.21,176.89,33,4.4,Bank Transfer,Critical,4,2020,2,Monday,April
2020-04-27 16:47:20.248049610,Webcam,Accessories,South,Sales_Person_25,Customer_0193,4,107.18,0.174,428.74,74.58,354.15,63,3.5,Bank Transfer,High,4,2020,2,Monday,April
2020-04-27 23:47:54.094818964,Headphones,Accessories,Central,Sales_Person_13,Customer_0618,2,65.93,0.117,131.86,15.42,116.44,46,4.8,Bank Transfer,Low,4,2020,2,Monday,April
2020-04-28 06:48:27.941588318,Printer,Accessories,East,Sales_Person_08,Customer_0189,2,239.27,0.123,478.54,58.96,419.58,71,2.5,Cash,Medium,4,2020,2,Tuesday,April
2020-04-28 13:49:01.788357672,Headphones,Accessories,Central,Sales_Person_16,Customer_0276,1,112.52,0.057,112.52,6.42,106.1,21,4.1,Bank Transfer,High,4,2020,2,Tuesday,April
2020-04-28 20:49:35.635127026,Printer,Accessories,Central,Sales_Person_18,Customer_0074,1,211.64,0.207,211.64,43.82,167.83,33,4.9,Cash,Medium,4,2020,2,Tuesday,April
2020-04-29 03:50:09.481896380,Mouse,Accessories,North,Sales_Person_01,Customer_0010,5,32.96,0.014,164.82,2.26,162.57,27,2.2,Bank Transfer,Low,4,2020,2,Wednesday,April
2020-04-29 10:50:43.328665734,Desktop,Electronics,East,Sales_Person_01,Customer_0635,2,693.6,0.221,1387.21,305.97,1081.24,23,3.6,Cash,Medium,4,2020,2,Wednesday,April
2020-04-29 17:51:17.175435088,Phone,Electronics,West,Sales_Person_12,Customer_0216,1,571.08,0.097,571.08,55.31,515.76,72,4.2,Debit Card,Low,4,2020,2,Wednesday,April
2020-04-30 00:51:51.022204442,Tablet,Electronics,North,Sales_Person_06,Customer_0290,4,370.77,0.019,1483.07,28.65,1454.42,25,4.1,Credit Card,High,4,2020,2,Thursday,April
2020-04-30 07:52:24.868973794,Speaker,Accessories,West,Sales_Person_09,Customer_0445,4,105.04,0.102,420.15,42.8,377.35,72,3.4,Cash,Medium,4,2020,2,Thursday,April
2020-04-30 14:52:58.715743148,Printer,Accessories,South,Sales_Person_23,Customer_0988,5,163.7,0.107,818.52,87.18,731.33,48,4.9,Credit Card,Low,4,2020,2,Thursday,April
2020-04-30 21:53:32.562512502,Headphones,Accessories,West,Sales_Person_05,Customer_0923,2,97.0,0.091,194.01,17.69,176.32,57,4.3,Credit Card,Medium,4,2020,2,Thursday,April
2020-05-01 04:54:06.409281856,Phone,Electronics,Central,Sales_Person_16,Customer_0552,1,675.38,0.089,675.38,60.17,615.21,64,4.2,Cash,Medium,5,2020,2,Friday,May
2020-05-01 11:54:40.256051210,Keyboard,Accessories,West,Sales_Person_18,Customer_0193,10,58.48,0.094,584.81,54.73,530.08,53,2.9,Cash,Low,5,2020,2,Friday,May
