,Date,Product,Category,Region,Salesperson,Customer_ID,Quantity,Unit_Price,Discount_Rate,Subtotal,Discount_Amount,Total_Amount,Customer_Age,Customer_Satisfaction,Payment_Method,Order_Priority,Month,Year,Quarter,Day_of_Week,Month_Name,Days_Since_Purchase,Revenue_Category,Bulk_Order,CustomerRelation
736,55:11.2,Speaker,Accessories,East,Sales_Person_04,Customer_0446,1,114.04,0.095,114.04,10.82,103.22,36,2.3,Bank Transfer,Critical,8,2020,3,Sunday,August,1760,Very Low,No,New
737,55:45.1,Keyboard,Accessories,North,Sales_Person_10,Customer_0506,18,64.64,0.016,1163.51,19.13,1144.38,49,3.6,Debit Card,Medium,8,2020,3,Monday,August,1760,Very Low,Yes,New
738,56:18.9,Printer,Accessories,North,Sales_Person_03,Customer_0189,3,200.87,0.221,602.6,133.03,469.57,29,3.4,Bank Transfer,Medium,8,2020,3,Monday,August,1760,Very Low,No,New
739,56:52.8,Tablet,Electronics,South,Sales_Person_20,Customer_0158,3,426.09,0.058,1278.26,73.52,1204.74,58,2.4,Cash,Medium,8,2020,3,Monday,August,1759,Very Low,No,New
740,57:26.6,Printer,Accessories,East,Sales_Person_09,Customer_0610,5,215.54,0.088,1077.72,94.69,983.03,45,4.8,Debit Card,Low,8,2020,3,Tuesday,August,1759,Very Low,No,New
741,58:00.5,Speaker,Accessories,Central,Sales_Person_03,Customer_0670,1,141.01,0.079,141.01,11.19,129.82,55,2.4,Credit Card,High,8,2020,3,Tuesday,August,1759,Very Low,No,New
742,58:34.3,Desktop,Electronics,Central,Sales_Person_06,Customer_0947,3,509.54,0.231,1528.62,352.94,1175.68,59,2.8,Debit Card,Low,8,2020,3,Tuesday,August,1758,Very Low,No,New
743,59:08.1,Speaker,Accessories,West,Sales_Person_06,Customer_0246,4,85.71,0.202,342.85,69.1,273.74,49,3.8,Debit Card,Critical,8,2020,3,Tuesday,August,1758,Very Low,No,New
744,59:42.0,Speaker,Accessories,North,Sales_Person_23,Customer_0856,1,114.06,0.173,114.06,19.78,94.28,35,3.4,Cash,Low,8,2020,3,Wednesday,August,1758,Very Low,No,New
745,00:15.8,Monitor,Electronics,West,Sales_Person_25,Customer_0944,4,262.54,0.113,1050.15,118.44,931.71,56,3.3,Credit Card,Low,8,2020,3,Wednesday,August,1758,Very Low,No,New
746,00:49.7,Phone,Electronics,South,Sales_Person_12,Customer_0748,2,585.11,0.08,1170.23,93.18,1077.05,27,4.8,Credit Card,Low,8,2020,3,Wednesday,August,1757,Very Low,No,New
747,01:23.5,Keyboard,Accessories,Central,Sales_Person_23,Customer_0033,14,42.27,0.161,591.8,95.05,496.76,68,2.7,Bank Transfer,Low,8,2020,3,Thursday,August,1757,Very Low,Yes,New
748,01:57.4,Scanner,Accessories,North,Sales_Person_01,Customer_0361,3,134.16,0.152,402.47,61.32,341.15,28,4.9,Cash,Critical,8,2020,3,Thursday,August,1757,Very Low,No,New
749,02:31.2,Webcam,Accessories,South,Sales_Person_16,Customer_0753,5,79.27,0.026,396.37,10.19,386.18,63,4.7,Cash,Low,8,2020,3,Thursday,August,1756,Very Low,No,New
750,03:05.1,Laptop,Electronics,South,Sales_Person_24,Customer_0330,3,652.24,0.078,1956.71,152.26,1804.45,31,4.1,Credit Card,High,8,2020,3,Friday,August,1756,Low,No,New
751,03:38.9,Phone,Electronics,North,Sales_Person_05,Customer_0512,4,615.7,0.125,2462.81,308.44,2154.37,67,4.6,Cash,Low,8,2020,3,Friday,August,1756,Low,No,New
752,04:12.8,Laptop,Electronics,South,Sales_Person_09,Customer_0850,1,880.02,0.213,880.02,187.12,692.9,57,3.2,Debit Card,Low,8,2020,3,Friday,August,1755,Very Low,No,New
753,04:46.6,Monitor,Electronics,North,Sales_Person_10,Customer_0787,4,433.6,0.066,1734.39,115.24,1619.15,55,4.4,Credit Card,Medium,8,2020,3,Friday,August,1755,Low,No,New
754,05:20.5,Keyboard,Accessories,North,Sales_Person_13,Customer_0071,13,56.78,0.06,738.15,44.39,693.76,67,4.5,Bank Transfer,Low,8,2020,3,Saturday,August,1755,Very Low,Yes,New
755,05:54.3,Speaker,Accessories,East,Sales_Person_15,Customer_0313,2,122.67,0.126,245.34,31.01,214.33,61,3.4,Bank Transfer,High,8,2020,3,Saturday,August,1755,Very Low,No,New
756,06:28.2,Mouse,Accessories,West,Sales_Person_12,Customer_0915,16,22.45,0.066,359.21,23.56,335.65,69,4,Debit Card,Medium,8,2020,3,Saturday,August,1754,Very Low,Yes,New
757,07:02.0,Webcam,Accessories,South,Sales_Person_05,Customer_0728,3,83.17,0.233,249.51,58.17,191.33,67,3.2,Debit Card,Medium,8,2020,3,Sunday,August,1754,Very Low,No,New
758,07:35.9,Desktop,Electronics,South,Sales_Person_05,Customer_0079,2,652.19,0.174,1304.38,226.66,1077.72,27,2.6,Cash,Critical,8,2020,3,Sunday,August,1754,Very Low,No,New
759,08:09.7,Mouse,Accessories,East,Sales_Person_18,Customer_0169,18,35.47,0.197,638.43,125.99,512.44,58,3.2,Credit Card,Medium,8,2020,3,Sunday,August,1753,Very Low,Yes,New
760,08:43.5,Monitor,Electronics,East,Sales_Person_12,Customer_0810,4,375.09,0.224,1500.35,335.86,1164.49,40,4.1,Cash,Critical,8,2020,3,Sunday,August,1753,Very Low,No,New
761,09:17.4,Phone,Electronics,East,Sales_Person_03,Customer_0983,4,526.44,0.195,2105.75,410.14,1695.6,49,3.7,Bank Transfer,Medium,8,2020,3,Monday,August,1753,Low,No,New
762,09:51.2,Desktop,Electronics,Central,Sales_Person_25,Customer_0180,1,779.86,0.018,779.86,13.67,766.19,66,4.6,Credit Card,Low,8,2020,3,Monday,August,1753,Very Low,No,New
763,10:25.1,Printer,Accessories,Central,Sales_Person_07,Customer_0628,2,254.65,0.183,509.31,93.45,415.86,59,2,Cash,Low,8,2020,3,Monday,August,1752,Very Low,No,New
764,10:58.9,Tablet,Electronics,Central,Sales_Person_17,Customer_0260,3,363.11,0.132,1089.33,143.74,945.59,33,3.9,Credit Card,Critical,8,2020,3,Tuesday,August,1752,Very Low,No,New
765,11:32.8,Desktop,Electronics,North,Sales_Person_19,Customer_0486,4,708.22,0.151,2832.86,426.38,2406.48,64,2.1,Cash,High,8,2020,3,Tuesday,August,1752,Low,No,New
766,12:06.6,Scanner,Accessories,South,Sales_Person_18,Customer_0772,3,202,0.224,605.99,135.96,470.03,26,3.7,Bank Transfer,Low,8,2020,3,Tuesday,August,1751,Very Low,No,New
767,12:40.5,Monitor,Electronics,West,Sales_Person_01,Customer_0005,2,256.48,0.007,512.96,3.56,509.4,27,4.2,Credit Card,High,8,2020,3,Wednesday,August,1751,Very Low,No,New
768,13:14.3,Headphones,Accessories,North,Sales_Person_25,Customer_0297,3,92.07,0.211,276.2,58.22,217.97,33,4.2,Debit Card,Medium,8,2020,3,Wednesday,August,1751,Very Low,No,New
769,13:48.2,Tablet,Electronics,South,Sales_Person_24,Customer_0620,3,562.98,0.237,1688.95,399.94,1289,65,2.8,Credit Card,High,8,2020,3,Wednesday,August,1751,Very Low,No,New
770,14:22.0,Laptop,Electronics,South,Sales_Person_05,Customer_0855,5,918.68,0.196,4593.39,898.51,3694.88,21,2.1,Bank Transfer,Low,8,2020,3,Wednesday,August,1750,Medium,No,New
771,14:55.9,Webcam,Accessories,East,Sales_Person_02,Customer_0360,2,104.02,0.082,208.03,17.02,191.01,42,4.1,Credit Card,Medium,8,2020,3,Thursday,August,1750,Very Low,No,New
772,15:29.7,Laptop,Electronics,East,Sales_Person_01,Customer_0117,4,650.49,0.184,2601.96,479.94,2122.01,50,3.4,Bank Transfer,Medium,8,2020,3,Thursday,August,1750,Low,No,New
773,16:03.6,Desktop,Electronics,North,Sales_Person_07,Customer_0357,1,745.68,0.09,745.68,67.41,678.27,66,3.5,Debit Card,High,8,2020,3,Thursday,August,1749,Very Low,No,New
774,16:37.4,Laptop,Electronics,East,Sales_Person_11,Customer_0957,3,846.91,0.238,2540.72,603.86,1936.87,65,4.5,Credit Card,Medium,8,2020,3,Friday,August,1749,Low,No,New
775,17:11.2,Scanner,Accessories,South,Sales_Person_11,Customer_0843,5,219.66,0.05,1098.28,55.06,1043.21,28,3.4,Bank Transfer,Critical,8,2020,3,Friday,August,1749,Very Low,No,New
776,17:45.1,Monitor,Electronics,East,Sales_Person_18,Customer_0439,2,389.08,0.218,778.15,170.03,608.12,48,3.4,Credit Card,Medium,8,2020,3,Friday,August,1748,Very Low,No,New
777,18:18.9,Printer,Accessories,Central,Sales_Person_17,Customer_0331,2,249.54,0.113,499.09,56.42,442.67,19,2.5,Bank Transfer,High,8,2020,3,Friday,August,1748,Very Low,No,New
778,18:52.8,Phone,Electronics,East,Sales_Person_02,Customer_0525,5,471.78,0.131,2358.89,308.21,2050.68,65,2.8,Credit Card,Critical,8,2020,3,Saturday,August,1748,Low,No,New
779,19:26.6,Webcam,Accessories,South,Sales_Person_07,Customer_0654,3,104.87,0.219,314.61,68.99,245.62,44,3,Cash,High,8,2020,3,Saturday,August,1748,Very Low,No,New
780,20:00.5,Scanner,Accessories,North,Sales_Person_07,Customer_0188,1,149.61,0.142,149.61,21.24,128.37,35,2.7,Bank Transfer,High,8,2020,3,Saturday,August,1747,Very Low,No,New
781,20:34.3,Scanner,Accessories,West,Sales_Person_10,Customer_0968,4,126.45,0.02,505.79,10.25,495.54,35,2.6,Cash,Medium,8,2020,3,Sunday,August,1747,Very Low,No,New
782,21:08.2,Laptop,Electronics,East,Sales_Person_22,Customer_0281,1,1185.05,0.044,1185.05,52.68,1132.38,42,2.4,Bank Transfer,High,8,2020,3,Sunday,August,1747,Very Low,No,New
783,21:42.0,Laptop,Electronics,South,Sales_Person_21,Customer_0511,1,724.95,0.142,724.95,103.21,621.74,42,3.6,Credit Card,High,8,2020,3,Sunday,August,1746,Very Low,No,New
784,22:15.9,Desktop,Electronics,West,Sales_Person_03,Customer_0466,4,528.5,0.147,2113.99,311.77,1802.22,20,2.6,Cash,Low,8,2020,3,Sunday,August,1746,Low,No,New
785,22:49.7,Phone,Electronics,West,Sales_Person_12,Customer_0115,3,577.45,0.063,1732.35,109.5,1622.86,67,2.4,Debit Card,Critical,8,2020,3,Monday,August,1746,Low,No,New
786,23:23.6,Mouse,Accessories,Central,Sales_Person_03,Customer_0940,7,36.63,0.127,256.39,32.66,223.72,57,4.3,Debit Card,Low,8,2020,3,Monday,August,1746,Very Low,No,New
787,23:57.4,Laptop,Electronics,West,Sales_Person_11,Customer_0236,4,649.92,0.142,2599.68,369.04,2230.64,49,2.4,Cash,Medium,8,2020,3,Monday,August,1745,Low,No,New
788,24:31.3,Monitor,Electronics,South,Sales_Person_12,Customer_0338,4,337.56,0.129,1350.24,174.04,1176.2,53,3.1,Cash,Critical,8,2020,3,Tuesday,August,1745,Very Low,No,New
789,25:05.1,Headphones,Accessories,South,Sales_Person_25,Customer_0522,3,83.15,0.184,249.45,45.88,203.57,38,4.6,Debit Card,Low,8,2020,3,Tuesday,August,1745,Very Low,No,New
790,25:38.9,Webcam,Accessories,East,Sales_Person_04,Customer_0199,1,111.95,0.21,111.95,23.46,88.49,31,3.3,Bank Transfer,Low,8,2020,3,Tuesday,August,1744,Very Low,No,New
791,26:12.8,Speaker,Accessories,East,Sales_Person_25,Customer_0764,3,102.87,0.065,308.6,20.15,288.46,19,4.7,Credit Card,High,8,2020,3,Wednesday,August,1744,Very Low,No,New
792,26:46.6,Laptop,Electronics,East,Sales_Person_16,Customer_0050,5,884.06,0.185,4420.32,819.73,3600.59,56,3.5,Debit Card,Low,8,2020,3,Wednesday,August,1744,Medium,No,New
793,27:20.5,Monitor,Electronics,West,Sales_Person_20,Customer_0940,5,353.7,0.04,1768.5,70.17,1698.33,70,3.8,Cash,High,8,2020,3,Wednesday,August,1744,Low,No,New
794,27:54.3,Monitor,Electronics,West,Sales_Person_18,Customer_0142,5,324.31,0.108,1621.53,175.41,1446.12,71,4.1,Debit Card,Low,8,2020,3,Wednesday,August,1743,Low,No,New
795,28:28.2,Webcam,Accessories,Central,Sales_Person_04,Customer_0783,1,75.94,0.006,75.94,0.44,75.5,55,2.6,Cash,Low,8,2020,3,Thursday,August,1743,Very Low,No,New
796,29:02.0,Mouse,Accessories,East,Sales_Person_22,Customer_0528,7,20.81,0.182,145.64,26.47,119.17,34,2.4,Bank Transfer,Medium,8,2020,3,Thursday,August,1743,Very Low,No,New
797,29:35.9,Monitor,Electronics,North,Sales_Person_06,Customer_0514,5,448.37,0.144,2241.85,322.1,1919.75,23,2.9,Credit Card,Low,8,2020,3,Thursday,August,1742,Low,No,New
798,30:09.7,Headphones,Accessories,Central,Sales_Person_21,Customer_0670,5,104.59,0.03,522.96,15.66,507.3,33,4.3,Credit Card,High,8,2020,3,Friday,August,1742,Very Low,No,New
799,30:43.6,Monitor,Electronics,North,Sales_Person_15,Customer_0030,2,313.39,0.142,626.78,88.75,538.03,73,2.9,Debit Card,Critical,8,2020,3,Friday,August,1742,Very Low,No,New
800,31:17.4,Monitor,Electronics,West,Sales_Person_01,Customer_0082,3,280.05,0.065,840.14,54.3,785.84,54,4.5,Cash,Medium,8,2020,3,Friday,August,1741,Very Low,No,New
801,31:51.3,Monitor,Electronics,Central,Sales_Person_03,Customer_0031,1,288.51,0.179,288.51,51.74,236.77,48,2.8,Cash,Low,8,2020,3,Friday,August,1741,Very Low,No,New
802,32:25.1,Printer,Accessories,Central,Sales_Person_05,Customer_0748,3,263.99,0.142,791.98,112.33,679.65,52,2.1,Credit Card,High,8,2020,3,Saturday,August,1741,Very Low,No,New
803,32:59.0,Printer,Accessories,South,Sales_Person_22,Customer_0333,3,261.52,0.061,784.56,47.54,737.01,46,3.5,Debit Card,Medium,8,2020,3,Saturday,August,1741,Very Low,No,New
804,33:32.8,Mouse,Accessories,West,Sales_Person_17,Customer_0660,8,26.86,0.227,214.9,48.87,166.03,42,2.5,Credit Card,Medium,8,2020,3,Saturday,August,1740,Very Low,No,New
805,34:06.6,Laptop,Electronics,West,Sales_Person_14,Customer_0177,2,818.4,0.243,1636.79,397.53,1239.26,59,3.9,Cash,Low,8,2020,3,Sunday,August,1740,Very Low,No,New
806,34:40.5,Monitor,Electronics,Central,Sales_Person_09,Customer_0370,2,441.07,0.052,882.15,45.94,836.21,27,2.5,Debit Card,Low,8,2020,3,Sunday,August,1740,Very Low,No,New
807,35:14.3,Phone,Electronics,West,Sales_Person_03,Customer_0547,1,707.74,0.016,707.74,11.39,696.34,22,3.2,Cash,Low,8,2020,3,Sunday,August,1739,Very Low,No,New
808,35:48.2,Laptop,Electronics,Central,Sales_Person_13,Customer_0535,4,904.09,0.163,3616.37,588.9,3027.47,74,2.7,Credit Card,Medium,8,2020,3,Sunday,August,1739,Medium,No,New
809,36:22.0,Mouse,Accessories,South,Sales_Person_03,Customer_0106,4,31.59,0.108,126.34,13.6,112.74,52,4.4,Cash,Low,8,2020,3,Monday,August,1739,Very Low,No,New
810,36:55.9,Keyboard,Accessories,Central,Sales_Person_11,Customer_0097,2,46.18,0.091,92.36,8.44,83.92,65,2.7,Cash,Medium,8,2020,3,Monday,August,1739,Very Low,No,New
811,37:29.7,Laptop,Electronics,West,Sales_Person_02,Customer_0230,3,656.02,0.058,1968.07,115.07,1853,72,3.7,Credit Card,High,8,2020,3,Monday,August,1738,Low,No,New
812,38:03.6,Laptop,Electronics,West,Sales_Person_24,Customer_0227,2,1040.56,0.098,2081.12,203.45,1877.66,63,4.9,Debit Card,High,8,2020,3,Tuesday,August,1738,Low,No,New
813,38:37.4,Tablet,Electronics,Central,Sales_Person_15,Customer_0371,3,322.15,0.118,966.44,113.93,852.52,21,3.9,Credit Card,High,8,2020,3,Tuesday,August,1738,Very Low,No,New
814,39:11.3,Desktop,Electronics,Central,Sales_Person_13,Customer_0100,4,793.5,0.117,3173.98,371.77,2802.22,24,3.4,Bank Transfer,Low,8,2020,3,Tuesday,August,1737,Medium,No,New
815,39:45.1,Speaker,Accessories,Central,Sales_Person_19,Customer_0445,1,117.77,0.102,117.77,11.98,105.8,69,4.8,Cash,Low,8,2020,3,Wednesday,August,1737,Very Low,No,New
816,40:19.0,Tablet,Electronics,East,Sales_Person_22,Customer_0468,5,401.86,0.046,2009.32,91.76,1917.56,36,2.2,Bank Transfer,Medium,8,2020,3,Wednesday,August,1737,Low,No,New
817,40:52.8,Headphones,Accessories,West,Sales_Person_16,Customer_0055,2,99.82,0.102,199.65,20.28,179.37,24,4.9,Credit Card,Low,8,2020,3,Wednesday,August,1737,Very Low,No,New
818,41:26.7,Printer,Accessories,West,Sales_Person_18,Customer_0195,3,161.09,0.145,483.28,69.9,413.38,27,3.4,Bank Transfer,Medium,8,2020,3,Wednesday,August,1736,Very Low,No,New
819,42:00.5,Printer,Accessories,East,Sales_Person_07,Customer_0520,1,218.69,0.03,218.69,6.51,212.18,33,3,Bank Transfer,Medium,8,2020,3,Thursday,August,1736,Very Low,No,New
820,42:34.4,Desktop,Electronics,Central,Sales_Person_13,Customer_0424,1,807.95,0.089,807.95,71.55,736.4,45,4.8,Cash,Critical,8,2020,3,Thursday,August,1736,Very Low,No,New
821,43:08.2,Webcam,Accessories,South,Sales_Person_04,Customer_0315,5,90.06,0.218,450.31,98.18,352.13,69,4.7,Cash,Low,8,2020,3,Thursday,August,1735,Very Low,No,New
822,43:42.0,Webcam,Accessories,Central,Sales_Person_09,Customer_0128,3,79.99,0.022,239.97,5.29,234.68,38,4.8,Debit Card,Critical,8,2020,3,Friday,August,1735,Very Low,No,New
823,44:15.9,Mouse,Accessories,Central,Sales_Person_10,Customer_0032,1,36.73,0.116,36.73,4.25,32.48,70,4.8,Credit Card,Medium,8,2020,3,Friday,August,1735,Very Low,No,New
824,44:49.7,Scanner,Accessories,East,Sales_Person_09,Customer_0093,4,216.68,0.053,866.74,45.71,821.03,26,3.3,Cash,Low,8,2020,3,Friday,August,1734,Very Low,No,New
825,45:23.6,Desktop,Electronics,West,Sales_Person_07,Customer_0519,1,850.46,0.213,850.46,181.13,669.33,42,4,Cash,Low,8,2020,3,Friday,August,1734,Very Low,No,New
826,45:57.4,Speaker,Accessories,Central,Sales_Person_15,Customer_0258,2,101.72,0.012,203.44,2.49,200.95,64,3.5,Debit Card,High,8,2020,3,Saturday,August,1734,Very Low,No,New
827,46:31.3,Laptop,Electronics,West,Sales_Person_08,Customer_0853,2,929.61,0.132,1859.21,245.22,1614,31,4.5,Credit Card,Medium,8,2020,3,Saturday,August,1734,Low,No,New
828,47:05.1,Webcam,Accessories,North,Sales_Person_19,Customer_0902,4,100.26,0.241,401.02,96.69,304.33,22,2.3,Credit Card,Low,8,2020,3,Saturday,August,1733,Very Low,No,New
829,47:39.0,Speaker,Accessories,West,Sales_Person_11,Customer_0220,4,123.26,0.099,493.05,48.59,444.45,56,4.2,Cash,Medium,8,2020,3,Sunday,August,1733,Very Low,No,New
830,48:12.8,Monitor,Electronics,South,Sales_Person_05,Customer_0752,2,329.91,0.241,659.82,159.21,500.61,62,3.6,Debit Card,Medium,8,2020,3,Sunday,August,1733,Very Low,No,New
831,48:46.7,Scanner,Accessories,South,Sales_Person_02,Customer_0106,1,179.85,0.189,179.85,33.96,145.9,40,4.8,Credit Card,Low,8,2020,3,Sunday,August,1732,Very Low,No,New
832,49:20.5,Phone,Electronics,Central,Sales_Person_10,Customer_0548,5,736.43,0.068,3682.16,249.76,3432.4,53,3.3,Credit Card,Medium,8,2020,3,Sunday,August,1732,Medium,No,New
833,49:54.4,Laptop,Electronics,West,Sales_Person_16,Customer_0416,1,902.44,0.065,902.44,59.08,843.36,45,3.3,Credit Card,Low,8,2020,3,Monday,August,1732,Very Low,No,New
834,50:28.2,Headphones,Accessories,Central,Sales_Person_23,Customer_0557,1,66.01,0.183,66.01,12.11,53.9,22,3.4,Cash,Medium,8,2020,3,Monday,August,1732,Very Low,No,New
835,51:02.1,Monitor,Electronics,East,Sales_Person_13,Customer_0810,1,278.43,0.045,278.43,12.61,265.82,41,3.4,Bank Transfer,Medium,8,2020,3,Monday,August,1731,Very Low,No,New
836,51:35.9,Monitor,Electronics,South,Sales_Person_08,Customer_0309,4,268.46,0.185,1073.83,198.27,875.56,55,2.5,Bank Transfer,High,9,2020,3,Tuesday,September,1731,Very Low,No,New
837,52:09.7,Desktop,Electronics,Central,Sales_Person_09,Customer_0366,3,777.61,0.098,2332.84,229.76,2103.08,74,4.6,Cash,High,9,2020,3,Tuesday,September,1731,Low,No,New
838,52:43.6,Scanner,Accessories,East,Sales_Person_11,Customer_0521,5,197.85,0.155,989.26,153.79,835.47,42,2.7,Credit Card,Medium,9,2020,3,Tuesday,September,1730,Very Low,No,New
839,53:17.4,Mouse,Accessories,Central,Sales_Person_11,Customer_0459,8,34.38,0.101,275.02,27.67,247.35,46,3.7,Bank Transfer,High,9,2020,3,Wednesday,September,1730,Very Low,No,New
840,53:51.3,Headphones,Accessories,West,Sales_Person_23,Customer_0599,5,79.24,0.089,396.22,35.34,360.88,58,3.7,Debit Card,Medium,9,2020,3,Wednesday,September,1730,Very Low,No,New
841,54:25.1,Webcam,Accessories,West,Sales_Person_16,Customer_0370,3,93.05,0.134,279.14,37.45,241.69,65,2.6,Credit Card,Low,9,2020,3,Wednesday,September,1729,Very Low,No,New
842,54:59.0,Speaker,Accessories,West,Sales_Person_10,Customer_0331,4,149.1,0.082,596.38,49.18,547.21,61,2.9,Bank Transfer,Low,9,2020,3,Wednesday,September,1729,Very Low,No,New
843,55:32.8,Desktop,Electronics,West,Sales_Person_24,Customer_0689,5,780.4,0.245,3901.98,954.28,2947.7,72,4.7,Cash,High,9,2020,3,Thursday,September,1729,Medium,No,New
844,56:06.7,Webcam,Accessories,North,Sales_Person_12,Customer_0642,3,90.38,0.178,271.13,48.18,222.94,53,3.9,Credit Card,Medium,9,2020,3,Thursday,September,1729,Very Low,No,New
845,56:40.5,Desktop,Electronics,East,Sales_Person_25,Customer_0707,4,728.9,0.238,2915.59,692.69,2222.9,56,4.1,Credit Card,Medium,9,2020,3,Thursday,September,1728,Low,No,New
846,57:14.4,Desktop,Electronics,East,Sales_Person_06,Customer_0011,2,564.8,0.09,1129.6,101.35,1028.25,36,2.2,Debit Card,Critical,9,2020,3,Friday,September,1728,Very Low,No,New
847,57:48.2,Desktop,Electronics,West,Sales_Person_12,Customer_0818,4,515.65,0.035,2062.59,71.44,1991.15,61,4.4,Cash,Low,9,2020,3,Friday,September,1728,Low,No,New
848,58:22.1,Scanner,Accessories,North,Sales_Person_10,Customer_0507,4,205.01,0.167,820.05,136.83,683.23,55,2.6,Bank Transfer,Medium,9,2020,3,Friday,September,1727,Very Low,No,New
849,58:55.9,Mouse,Accessories,West,Sales_Person_18,Customer_0419,11,27.75,0.061,305.25,18.68,286.57,52,2.7,Debit Card,Medium,9,2020,3,Friday,September,1727,Very Low,Yes,New
850,59:29.8,Desktop,Electronics,North,Sales_Person_18,Customer_0122,5,795.5,0.167,3977.5,663.77,3313.73,44,4.3,Credit Card,High,9,2020,3,Saturday,September,1727,Medium,No,New
851,00:03.6,Keyboard,Accessories,West,Sales_Person_04,Customer_0911,3,72.85,0.217,218.54,47.46,171.08,36,2.4,Bank Transfer,Medium,9,2020,3,Saturday,September,1727,Very Low,No,New
852,00:37.4,Phone,Electronics,South,Sales_Person_09,Customer_0235,3,533.16,0.121,1599.47,193.59,1405.88,66,3,Bank Transfer,Medium,9,2020,3,Saturday,September,1726,Low,No,New
853,01:11.3,Webcam,Accessories,South,Sales_Person_07,Customer_0331,4,109.06,0.206,436.25,90.02,346.23,20,4.7,Credit Card,Low,9,2020,3,Sunday,September,1726,Very Low,No,New
854,01:45.1,Laptop,Electronics,Central,Sales_Person_18,Customer_0543,5,848.56,0.243,4242.79,1030.05,3212.74,73,3.2,Bank Transfer,Low,9,2020,3,Sunday,September,1726,Medium,No,New
855,02:19.0,Tablet,Electronics,West,Sales_Person_08,Customer_0348,1,473.17,0.009,473.17,4.2,468.97,54,2.9,Cash,Low,9,2020,3,Sunday,September,1725,Very Low,No,New
856,02:52.8,Speaker,Accessories,East,Sales_Person_11,Customer_0958,3,85.35,0.178,256.05,45.52,210.53,53,2.1,Bank Transfer,High,9,2020,3,Monday,September,1725,Very Low,No,New
857,03:26.7,Headphones,Accessories,Central,Sales_Person_07,Customer_0412,4,82.06,0.078,328.23,25.71,302.52,36,2.6,Credit Card,Medium,9,2020,3,Monday,September,1725,Very Low,No,New
858,04:00.5,Printer,Accessories,South,Sales_Person_09,Customer_0224,3,171.93,0.222,515.79,114.69,401.1,35,3.4,Cash,Medium,9,2020,3,Monday,September,1725,Very Low,No,New
859,04:34.4,Mouse,Accessories,West,Sales_Person_08,Customer_0153,6,36.01,0.206,216.09,44.55,171.54,57,4.6,Debit Card,Medium,9,2020,3,Monday,September,1724,Very Low,No,New
860,05:08.2,Laptop,Electronics,Central,Sales_Person_03,Customer_0212,4,640.48,0.129,2561.92,331.35,2230.57,24,5,Bank Transfer,High,9,2020,3,Tuesday,September,1724,Low,No,New
861,05:42.1,Monitor,Electronics,West,Sales_Person_17,Customer_0092,1,363.04,0.108,363.04,39.2,323.84,64,2.7,Cash,Low,9,2020,3,Tuesday,September,1724,Very Low,No,New
862,06:15.9,Keyboard,Accessories,South,Sales_Person_02,Customer_0921,18,66.21,0.016,1191.73,18.79,1172.94,57,2.7,Debit Card,Low,9,2020,3,Tuesday,September,1723,Very Low,Yes,New
863,06:49.8,Printer,Accessories,Central,Sales_Person_15,Customer_0331,4,206.93,0.209,827.71,172.62,655.08,30,2.2,Credit Card,Medium,9,2020,3,Wednesday,September,1723,Very Low,No,New
864,07:23.6,Tablet,Electronics,South,Sales_Person_14,Customer_0467,4,518.87,0.157,2075.48,326.66,1748.82,36,2.1,Bank Transfer,High,9,2020,3,Wednesday,September,1723,Low,No,New
865,07:57.5,Laptop,Electronics,North,Sales_Person_18,Customer_0860,5,882.24,0.108,4411.18,476.59,3934.59,66,2,Debit Card,High,9,2020,3,Wednesday,September,1722,Medium,No,New
866,08:31.3,Printer,Accessories,South,Sales_Person_16,Customer_0641,5,219.09,0.183,1095.45,200.4,895.05,63,2.1,Debit Card,Medium,9,2020,3,Wednesday,September,1722,Very Low,No,New
867,09:05.1,Laptop,Electronics,West,Sales_Person_20,Customer_0955,4,886.21,0.242,3544.84,856.63,2688.21,62,2.6,Bank Transfer,Low,9,2020,3,Thursday,September,1722,Low,No,New
868,09:39.0,Speaker,Accessories,East,Sales_Person_22,Customer_0709,4,84.65,0.172,338.61,58.4,280.21,39,3.3,Debit Card,Low,9,2020,3,Thursday,September,1722,Very Low,No,New
869,10:12.8,Keyboard,Accessories,South,Sales_Person_04,Customer_0970,14,53.21,0.019,744.87,14.34,730.53,50,4.6,Debit Card,Low,9,2020,3,Thursday,September,1721,Very Low,Yes,New
870,10:46.7,Tablet,Electronics,East,Sales_Person_25,Customer_0554,3,432.47,0.028,1297.4,36.63,1260.78,18,2.5,Bank Transfer,Low,9,2020,3,Friday,September,1721,Very Low,No,New
871,11:20.5,Monitor,Electronics,North,Sales_Person_20,Customer_0878,4,431.92,0.168,1727.69,289.65,1438.04,50,4.2,Cash,Medium,9,2020,3,Friday,September,1721,Low,No,New
872,11:54.4,Desktop,Electronics,Central,Sales_Person_06,Customer_0930,1,715.47,0.108,715.47,77.09,638.38,68,4,Cash,Low,9,2020,3,Friday,September,1720,Very Low,No,New
873,12:28.2,Webcam,Accessories,Central,Sales_Person_06,Customer_0228,3,65.86,0.248,197.58,48.91,148.67,54,3.1,Credit Card,Low,9,2020,3,Friday,September,1720,Very Low,No,New
874,13:02.1,Monitor,Electronics,East,Sales_Person_11,Customer_0194,4,360.09,0.049,1440.38,69.97,1370.4,34,4.4,Credit Card,Medium,9,2020,3,Saturday,September,1720,Very Low,No,New
